,Ticker,Date,Revenue,Operating Profit,EPS,EBITDA,Asset Turnover,Current Ratio,Debt/Assets,Debt/Equity,Dividend Coverage Ratio,Dividend Payout Ratio,EBITDA Margin,EV/EBITDA,EV/FCF,EV/Revenue,Earnings Retention Rate,Gross Profit Margin,Interest Coverage Ratio,Net Profit Margin,PE,PEG,Price/Book,Price/Sales,Quick Ratio,ROA,ROE,ROIC,Reinvestment Rate,Working Capital/Assets
0,A,2016-01-31,1028000000.0,165000000.0,0.36446,231000000.0,0.5451723905269551,3.58923,23.733220000000003,42.81126,318.421052631579,31.404958677686,22.47082,14.2821740237819,30.6249602201493,3.04733515061881,0.685950413223141,52.14008,9.16667,11.77043,22.431944518919703,0.163840868837773,3.0529535399665297,3.11031868811881,3.00422,6.288374603603,11.2533204539966,8.92875908170374,7.87249456652982,0.3358
1,A,2016-04-30,1019000000.0,140000000.0,0.27744,204000000.0,0.544246611745947,3.07855,24.72513,45.35414,245.945945945946,40.6593406593407,20.01963,14.8593134475395,28.682683473899804,3.21419719592773,0.5934065934065931,51.91364,7.77778,8.93032,24.468854831283306,0.256887912048542,3.19533973910972,3.3117626953125,2.5887,6.2051554610683,11.2259615384615,8.85788303309544,7.83653846153846,0.30825
2,A,2016-07-31,1044000000.0,159000000.0,0.37805,219000000.0,0.550684017350684,3.0669,24.39876,43.41924,335.135135135135,29.8387096774194,20.97701,17.2492685247191,28.3768003456562,3.72075835845856,0.701612903225806,52.10728,9.35294,11.87739,27.7215970313517,0.790321619546865,3.58914141112716,3.84786718371304,2.59513,6.35301968635302,11.2716078617097,8.95988539682525,7.83802983660904,0.3076
3,A,2016-10-31,1111000000.0,192000000.0,0.38298,248000000.0,0.550252078831926,3.84656,24.42905,44.8422,331.578947368421,30.1587301587302,22.32223,15.2455030768847,27.284610665377,3.2725949013208,0.698412698412698,53.19532,10.10526,11.34113,25.6891011467822,1.79202174008618,3.32705136350308,3.4139510947168,3.28254,6.049891966214889,10.986920332937,8.73732039788777,7.41973840665874,0.34514
4,A,2017-01-31,1067000000.0,207000000.0,0.51534,262000000.0,0.5589824700144991,3.33792,25.30488,46.32558,400.0,25.0,24.55483,16.6222402310814,30.3819420270646,3.66073387781891,0.75,53.70197,10.35,15.745079999999998,26.456827341783104,2.40475774207788,3.66961614780977,3.7844653383635896,2.83196,6.70884407539212,12.2033085590985,9.479306834745133,8.511148405658119,0.32342
5,A,2017-04-30,1102000000.0,200000000.0,0.50462,254000000.0,0.552376085845682,3.20135,25.48653,46.697140000000005,381.395348837209,26.219512195122,23.049,17.6825861994411,35.1508380207071,4.02397428775439,0.7378048780487799,53.62976,10.0,14.88203,27.18840751496469,1.15074737185491,4.04186802585033,4.16312442183164,2.73968,7.40929994890138,13.5926880712444,10.3589675819707,9.84298101710804,0.32597
6,A,2017-07-31,1114000000.0,203000000.0,0.53681,254000000.0,0.549421694279462,3.21998,25.19065,45.13121,416.666666666667,24.0,22.80072,18.3844609587537,37.46753143394,4.26348787368457,0.76,53.41113000000001,10.68421,15.70916,28.447316084461697,0.6698925348591321,4.1780335640254505,4.44274806554392,2.7639,7.91497342919662,14.1436710982013,10.842187534533998,10.4569321863479,0.33349
7,A,2017-10-31,1189000000.0,208000000.0,0.53799,260000000.0,0.5514180024660911,3.30087,23.8666,41.59255,411.627906976744,24.2937853107345,21.86712,20.6125815962039,39.0993720885635,4.74753109214893,0.757062146892655,53.74264,10.4,14.88646,30.8024576766172,0.656164160234319,4.53439320247602,4.9668593470483,2.84561,8.43403205918619,15.076041437073,11.561906010356,11.3290720740577,0.34488
8,A,2018-01-31,1211000000.0,243000000.0,0.65944,294000000.0,0.557151478575739,3.23071,24.66084,47.39284,443.75,22.5352112676056,24.27746,21.5781311647462,37.7617295383059,4.97381532913562,0.7746478873239441,55.57391,12.15,17.58877,31.789667816803497,0.7411813127241931,5.244400639926869,5.18193728336222,2.78398,8.799034399517199,16.5324866764939,4.07570142606866,12.5411044336093,0.34905
9,A,2018-04-30,1206000000.0,220000000.0,0.62883,270000000.0,0.5619047619047621,3.31502,24.07787,45.80897,427.083333333333,23.414634146341506,22.38806,18.979075049962603,31.5335563718323,4.30245981005508,0.7658536585365849,53.73134,11.57895,16.99834,76.2255925049858,-1.53442256674636,4.58883058810883,4.54051694915254,2.87985,2.8214285714285694,5.2754590984975,3.95375390448061,1.24652198107958,0.35974
10,A,2018-07-31,1203000000.0,225000000.0,0.7284,278000000.0,0.579048765803733,3.61637,21.54749,39.38266,491.666666666667,20.3389830508475,23.10889,19.189703321992603,33.7141627245381,4.32556423394469,0.796610169491525,54.69659,12.5,19.61762,60.7515753645187,-1.36514997847106,4.61585452369819,4.46995633187773,3.00197,3.5881998795906096,6.498037505451371,4.95099396864614,2.42040994330571,0.31776
11,A,2018-10-31,1294000000.0,265000000.0,0.6646,321000000.0,0.5792420581128069,3.28608,21.06311,39.35681,455.31914893617005,21.9626168224299,24.8068,17.680733989615,28.107202990445103,4.11255167890313,0.7803738317757009,55.48686,14.722220000000002,16.53787,22.1883561643836,0.8888964375674521,4.5113232193537804,4.26857193732194,2.74125,10.2316260977191,18.472015322409,5.8234877066174295,14.407320706533302,0.31343
12,A,2019-01-31,1284000000.0,260000000.0,1.56522,314000000.0,0.5650991501416429,3.38995,20.0849,35.702940000000005,969.230769230769,10.3174603174603,24.45483,20.5112957386266,32.5553944625341,4.791590041207139,0.896825396825397,55.45171,14.44444,39.25234,19.5449533928035,0.3573309680661589,4.80220351997414,4.9332614798476,2.79361,13.133144475920698,24.2519355513706,18.1727278935504,20.171584013391897,0.29234
13,A,2019-04-30,1238000000.0,225000000.0,0.56698,278000000.0,0.563742558688083,3.40966,19.92906,35.08293,350.0,28.5714285714286,22.45557,20.7675365312764,35.709296099564,4.89499815032875,0.7142857142857142,54.03876999999999,13.23529,14.70113,14.4029561838221,0.0247217021717849,4.85537477617341,5.04017234508866,2.822,18.7464899472088,34.278085849250395,18.2656854310288,30.191004313000604,0.2986
14,A,2019-07-31,1274000000.0,237000000.0,0.60443,292000000.0,0.599740780016496,2.13132,20.84638,37.87655,374.50980392156896,26.7015706806283,22.91994,18.198921758343,30.7218161710769,4.31553999259725,0.732984293193717,54.3956,13.166670000000002,14.99215,12.835876098012,0.030314368592676,4.53277955188109,4.36710265225933,1.7244099999999998,19.135147873217896,34.8834711631404,18.564914410652896,30.5445172376759,0.21275
15,A,2019-10-31,1367000000.0,271000000.0,0.62179,347000000.0,0.573889846051242,1.53317,25.46551,50.69503,380.39215686274497,26.2886597938144,25.38405,19.8758542717303,37.1277338520486,4.738945692136349,0.7371134020618559,54.05999,12.90476,14.19166,20.3621916438404,0.8616504672015749,4.92981120287393,4.66193346891342,1.20673,11.9046295781693,22.995169082125603,17.1125972738189,18.5721953837896,0.1173299999999999
16,A,2020-01-31,1357000000.0,219000000.0,0.62939,298000000.0,0.5674958001408988,1.63953,30.11262,59.014030000000005,351.78571428571405,28.42639593908629,21.96021,22.3705297432131,70.3403254812371,5.2123846995263605,0.7157360406091371,53.27929,10.95,14.517320000000002,28.2732948182749,-1.06084937489092,5.279207811897531,4.974728800611151,1.2663799999999998,8.28049639624993,15.4593282072036,11.437112192266,11.210036422500998,0.12736
17,A,2020-04-30,1238000000.0,102000000.0,0.32372,178000000.0,0.566758672944742,1.6303299999999998,30.53411,60.5495,183.636363636364,54.4554455445545,14.37803,22.590065340125,55.9753831436726,4.832099537994651,0.4554455445544549,52.90792,5.1,8.15832,25.3719240761886,-0.608431536972775,4.95203003516678,4.586276737967911,1.24473,7.39297505006224,13.807742848478698,10.3275429965866,9.50166784595168,0.12967
18,A,2020-07-31,1261000000.0,233000000.0,0.63782,310000000.0,0.5748720488690771,2.46956,28.51456,54.64766,355.357142857143,28.1407035175879,24.58366,27.3361393292443,60.0550705727413,5.95606482034846,0.718592964824121,53.05313,12.26316,15.78113,31.9959876307425,-0.7754689698539159,5.975902837142531,5.758958931648481,1.90183,7.60552528754609,14.206414473684198,10.6981466781861,9.724506578947368,0.20228
19,A,2020-10-31,1483000000.0,302000000.0,0.71154,378000000.0,0.559672938833272,2.32788,24.504,48.4096,403.636363636364,24.7747747747748,25.48887,27.7815871673671,55.8505700640517,6.067302985044019,0.7522522522522521,53.13554,15.89474,14.96966,33.3529354111536,-1.40301151345929,6.410739448559611,5.97070659299494,1.83708,7.53708265632371,14.9464712607837,10.921049568535302,10.3315663652427,0.20235
20,AAPL,2016-03-26,50557000000.0,13987000000.0,0.47447,16464000000.0,0.803342095182278,1.28312,26.16378,61.22477,365.265717262938,27.3773297831875,32.56522,7.77707821358506,14.1031969323353,2.68303815065814,0.726226702168125,39.40305,43.57321,20.80028,11.7270907226471,1.05418490404575,4.43753684999135,2.62284006939592,1.2497,17.8925311269244,39.0637586091273,26.8507830884575,30.0266319282518,0.06331
21,AAPL,2016-06-25,42358000000.0,10105000000.0,0.35613,12631000000.0,0.761250481638972,1.3116,27.79268,67.12054,250.112287455887,39.9820420728579,29.81963,7.23034118871853,14.0792063554748,2.42759703206711,0.600179579271421,38.02351,24.7066,18.40502,10.8719438663147,-11.2649545079415,3.98069490829059,2.36271943319654,1.28599,16.5172361957519,37.9013393175745,24.8857220113221,28.5094640350808,0.07289
22,AAPL,2016-09-24,46852000000.0,11761000000.0,0.41783,14309000000.0,0.704666920466447,1.35267,27.05495,67.86174,293.520026050147,34.0692256489905,30.54085,8.89291512044691,15.6309726992474,2.90860378006761,0.659307743510095,38.01972,26.13556,19.23931,13.5691858729257,-1.37350155825482,4.68962200090539,2.87488209316265,1.32568,14.9296359171349,36.9032810455405,23.4461687433099,27.2386552721281,0.08662
23,AAPL,2016-12-31,78351000000.0,23359000000.0,0.83948,26346000000.0,0.698620330704248,1.22824,26.43859,66.12962,588.132807363577,17.0029623833212,33.62561,9.11910034580645,15.3108164821992,2.9161153555415,0.829970376166788,38.51387,44.49333,22.83442,13.8176386655277,-1.23841577564338,4.59765187097676,2.88530392867622,1.19601,14.4827641430116,34.6946370133931,22.6102214684317,25.4034996182723,0.05799
24,AAPL,2017-04-01,52896000000.0,14097000000.0,0.52403,16429000000.0,0.689133788364965,1.39061,29.4507,73.47892,369.109772423025,27.0922114425605,31.05906,11.2621234511941,18.6405255555556,3.56141531636555,0.729077885574395,38.92733,26.59811,20.85035,16.7406240386319,-3.51425182793638,5.57768614935433,3.49539763956236,1.35093,14.2948911315721,34.5733521333338,21.2915509806559,25.3361508133016,0.08564
25,AAPL,2017-07-01,45408000000.0,10768000000.0,0.41641,13122000000.0,0.686894856133072,1.38834,31.38687,81.81159,265.681194757696,37.6390960192727,28.89799,11.1454467823263,19.6281760140474,3.50090707136689,0.623609039807273,38.51304,17.88704,19.19706,16.333316699858,6.1912379590162,5.62244292451357,3.4177925101451,1.34965,14.3370596596366,36.028667856012,21.3284088589944,26.466022566669,0.09147
26,AAPL,2017-09-30,52579000000.0,13120000000.0,0.51673,15604000000.0,0.657768595634178,1.27606,30.82178,86.29809,329.458794587946,30.3528094082509,29.67725,11.7140171376624,21.4732454649404,3.65375092420845,0.696471905917491,37.90677,19.6997,20.37696,16.7398737449439,1.54420892102864,5.89382547974332,3.53084957309998,1.2279,13.8739320377903,36.8675084637204,21.5495445493528,27.2882544911093,0.07415
27,AAPL,2017-12-30,88293000000.0,26274000000.0,1.09858,29019000000.0,0.648230535209741,1.24201,30.08894,87.30447,701.268564356436,14.2598720494154,32.86671,12.324084177205,22.6768529622187,3.82198305749741,0.857401279505846,38.40848,35.79564,25.67021,16.5212688271979,0.744078491232836,6.13390418307401,3.68574924825233,1.20383,14.3982871120085,38.9780952276137,21.7618381119233,29.6211512570206,0.06888
28,AAPL,2018-03-31,61137000000.0,15894000000.0,0.68176,18633000000.0,0.704857599489483,1.45603,33.15356,96.02926,433.291536050157,23.0791491824627,30.47745,11.5899591654665,21.3136036679267,3.57783782496757,0.769208508175373,38.31068,20.06818,22.60824,15.4198787584691,0.575520597951399,6.53685934648549,3.49970270807988,1.37025,15.9302825789064,42.8556100551809,23.0924086153704,32.9268853464132,0.11084
