,Ticker,Date,Asset Turnover,Current Ratio,Debt/Assets,Debt/Equity,Dividend Coverage Ratio,Dividend Payout Ratio,EBITDA Margin,EBITDA Y/Y,EPS Y/Y,EV/EBITDA,EV/FCF,EV/Revenue,Earnings Retention Rate,FCF Yield,Gross Profit Margin,Interest Coverage Ratio,Net Profit Margin,Operating Profit Y/Y,PE,PEG,Price/Book,Price/Sales,Quick Ratio,ROA,ROE,ROIC,Reinvestment Rate,Revenue Y/Y,Working Capital/Assets
12,ABT,2017-12-31,0.424927860001862,2.26066,36.62164,89.79356,93.1176168464304,107.391064533922,17.86053,0.109,0.446,24.0905726097895,31.4353377452894,4.3027046807992,-0.073910645339217,5.60835133405727,47.52829,2.06969,6.6192,-0.388,45.7031656669683,1.23399765977517,3.22061645996295,3.64422891566265,1.8566,2.81268422848987,7.04967434626227,2.39236778160332,-0.521045980363566,0.313,0.14734
13,ABT,2018-12-31,0.4264030176471,1.62361,29.12777,63.68726,120.371275036639,83.0762987012987,22.91844,0.433,0.343,20.3643790246233,48.6744775595362,4.66719759973053,0.169237012987013,3.83209098911846,51.37354,4.51574,8.05808,0.994,45.5438437417356,1.51502068058854,4.16013380527146,4.18680423834129,1.2024,3.43599004343794,8.02331450155484,5.62878185070208,1.35784178049853,0.116,0.08366
14,ABT,2019-12-31,0.472441877683992,1.44224,25.91512,56.20587,153.691848058045,65.0652596500972,24.08475,0.096,0.452,21.7691387996226,75.0781250162926,5.24304358501442,0.349347403499028,2.90760700582026,52.57021,6.97015,11.28699,0.252,41.5073782399266,0.94955016705309,4.92444106800162,4.84884842026078,1.04492,5.33244483933067,11.6892813088359,8.62812973231161,4.08362007401156,0.043,0.07076
15,ABT,2020-12-31,,,,,,,,,,,,,,,50.48833,11.14,12.91898,,39.8998586067665,1.8367523660629,,5.65040279704115,,,,,,,
16,ACA,2015-12-31,1.30068060281964,,0.03118,,,0.0,17.52476,,-0.137,,,,1.0,,22.45842,768.25,6.30723,,,,,,,8.2036947010209,,,,0.088,
17,ACA,2016-12-31,1.0888178913738,2.4994,0.0,0.0,,0.0,15.6338,-0.29,-0.089,,,,1.0,,20.4284,,7.21831,-0.347,,,,,0.92976,7.8594249201278,,,,-0.204,0.16504
18,ACA,2017-12-31,0.93479928407057,2.46295,0.0312,0.03551,,0.0,13.49836,-0.259,-0.321,,,,1.0,,20.15181,,5.70979,-0.344,,,,,1.04538,5.33750958834058,6.07338982434447,6.52316195185805,6.07338982434447,-0.142,0.15894
19,ACA,2018-12-31,0.773783347020955,3.18568,8.53973,11.01217,3091.66666666667,3.23450134770889,12.71569,-0.059,-0.114,7.74029079159935,19.5030122116689,0.984231717337716,0.967654986522911,5.44296664576627,18.62503,131.22222,5.0808,-0.103,13.9018586016809,-1.60328707793594,0.800536119241431,0.927171322925226,1.98043,3.93143825999417,4.79886172552063,4.6609899565898,4.64364247833398,-0.001,0.2108
20,ACA,2019-12-31,0.776320200236887,2.6662,4.66015,5.99307,1133.33333333333,8.82352941176471,13.74288,0.285,0.528,8.47374215207373,7.67621347893738,1.16453581190627,0.911764705882353,12.6795967016353,19.13754,22.48529,6.52312,0.295,19.2176621314997,0.364142060003684,1.20183488218511,1.24141861937935,1.66866,5.06402663865734,6.45773979107313,6.29286986133875,5.88793922127256,0.189,0.20552
21,ACIW,2015-12-31,0.546703400089063,0.99387,46.7742,141.22234,,0.0,21.67151,-0.029,0.242,14.790343375434,24.1044241169323,3.20529060008012,1.0,5.46547312145949,46.91289,3.12405,8.16806,-0.12,40.8677717515851,1.23212453352783,3.89260768335274,2.43300435860444,,4.46550466119324,13.8267768782292,7.64201229992736,13.8267768782292,0.029,-0.00119
22,ACIW,2016-12-31,0.518658832211688,1.08403,39.10634,98.54302,,0.0,17.29351,-0.233,0.517,16.0818097512664,76.1078757482993,2.78110932946273,1.0,1.70369751733721,46.85945,1.75361,12.88007,-0.455,16.5502525851221,0.322048587989938,2.82105642734575,2.14484528701871,,6.68036243680189,18.3826633752378,10.2413480695965,18.3826633752378,-0.039,0.01662
23,ACIW,2017-12-31,0.544213049431791,1.31089,36.83469,89.68502,,0.0,18.47937,0.088,-0.685,17.4582065690253,36.000239783838,3.22616583047498,1.0,3.38958391347931,47.10821,2.23105,4.00658,0.235,62.3418765812342,-0.963607519352058,3.47187125743918,2.64383838561362,,2.18043143158196,5.40106902601753,2.83988903278051,5.40106902601753,0.018,0.05374
24,ACIW,2018-12-31,0.506905710558034,1.90977,31.64995,64.08473,,0.0,22.34754,0.192,0.384,16.5399017869725,26.652652312213,3.69626134123274,1.0,4.30243542441954,49.00513,3.0896,5.53794,0.474,55.8099195223784,1.51670764456143,3.0652928423695,3.2233530471984,,2.80721288202537,6.16947664091684,5.943876270502,6.16947664091684,-0.014,0.12714
25,ACIW,2019-12-31,0.467768242648823,1.50401,42.15321,121.52158,,0.0,21.3404,0.19,0.19,20.970902768178,62.8238039362414,4.47527498805923,1.0,1.99540864118485,42.06561,2.27939,5.3296,0.138,50.3247831458137,3.53027936135916,3.88873206908055,3.56996245313099,,2.49301624966148,6.15756411604266,5.99226424194302,6.15756411604266,0.246,0.09468
26,ADBE,2016-12-02,0.479405305940725,2.077,14.90244,25.48474,,0.0,31.14956,0.466,0.867,25.6188899741121,23.4073913195048,7.98017069204005,1.0,3.9685317277464,84.65364,21.18188,19.96406,0.649,41.7269859334075,0.496274755107772,6.63879256918543,8.59071494065178,,9.57087696476024,16.2033602942935,13.4550707857122,16.2033602942935,0.221,0.23849
27,ADBE,2017-12-01,0.536228699492619,2.05469,12.94358,22.23936,,0.0,34.1586,0.368,0.459,33.9020280219334,30.9188643684808,11.5804586689018,1.0,3.03988698602191,85.11193,29.14028,23.20007,0.453,52.2113933217579,1.1582398292047,10.4246693947803,12.3209668362892,,12.4405413735979,21.3281153995693,17.8338000042771,21.3281153995693,0.247,0.25595
28,ADBE,2018-11-30,0.542273809117026,1.12925,21.92512,43.95435,,0.0,35.2919,0.278,0.65,38.7070269425086,32.783133125336,13.6604435554243,1.0,3.01249768871479,85.75749,31.82772,30.75052,0.31,44.3805665867702,0.691999280949475,13.0686032653537,13.8320841210772,,16.6751991142989,31.1612237538326,22.4991013511167,31.1612237538326,0.237,0.02962
29,ADBE,2019-11-29,0.565190550564743,0.79294,19.93054,39.29723,,0.0,37.37874,0.31,0.078,35.8738160265178,37.1953095630434,13.4091802271276,1.0,2.64684045199886,83.45793,21.87478,26.44646,0.211,48.268656483669,6.6414182541686,14.1781760616799,13.6202878824187,,14.9472913491212,29.7041327965151,22.0028388015167,29.7041327965151,0.237,-0.08169
30,ADBE,2020-11-27,0.5713220146338,1.47787,16.95355,31.0389,,0.0,40.2549,0.241,0.805,43.8157039499015,42.7591082254126,17.6379659978621,1.0,2.29426449005455,85.35903,38.12931,40.87659,0.286,42.5527929200887,0.546724389754033,17.2268843834572,17.9794490208269,,23.3536975207786,44.2125387516388,33.7363101080177,44.2125387516388,0.152,0.10847
